question_id,question,reference,candidate,human_score,notes
0150cd44-7abc-4723-8a8a-c17de3f20004,Biomineralization is a process by which inorganic `metals' are incorporated in the body and made a pa of biological structures. Example of Biomineralization is seen in:,Mollusc shell,"Biomineralization is a process by which inorganic materials, such as calcium hydroxyapatite, are incorporated into biological structures, exemplified by the formation of bone and teeth.",,
13f3fee3-7298-41b1-9d44-a7d68b22db11,Submandibular calculus can be removed by:,Incision of the duct and removal of calculus,"Submandibular calculus can be removed by intraoral extraction if the stone is distal to the lingual nerve, or by submandibular excision if the stone is proximal to the lingual nerve.",,
1406e461-b277-4d57-9ff7-9ec3d60b97fe,Adrenaline used for controlling of bleeding during surgery may result in:,Cardiac arrhythmias,"Adrenaline used for controlling bleeding during surgery may result in vasoconstriction and increased blood pressure, but it may not effectively control severe bleeding if the vessels lack muscular layers.",,
16bc295d-3db6-4565-a611-b677ced1de6b,Treatment of postpartum hemorrhage is all except:,Oestrogen,"The treatment of postpartum hemorrhage is all except subtotal or total hysterectomy, which is reserved for life-threatening cases according to WHO recommendations.",,
1badc5bb-d61a-48ea-9288-3754612f74a5,"In a JubLeitter arca pith crude birth rate of 211, what would be the expected number of ANC registrations?",60,"The expected number of ANC registrations would be 55, assuming 50% of pregnancies are registered and the crude birth rate of 211 per 1000 population results in 105.5 pregnancies.",,
240aaafe-ec41-447b-85eb-d8da168c1430,"According to piagets, the period of pre operational stage is:",2-6 years.,"According to Piaget, the preoperational stage is from 2 to 7 years of age.",,
26d80f62-bb99-43ee-8972-aa4dab9a8264,A middle-aged man comes after a road traffic accident with bleeding from the scalp. He is unconscious. A card in his pocket reveals that he is a known diabetic on Tab Glimepiride + Metformin 2 tablets twice daily. What should the next step in management?,"Airway, CT scan. Blood sugar if <70 start dextrose","Discontinue glimepiride immediately due to the risk of hypoglycemia in unconscious patients, and manage blood glucose with intravenous dextrose if necessary. Metformin can remain in use if renal function is normal.",,
32a5b512-866e-4bd6-b9b5-9c26c7625705,"The effectiveness of condensing porcelain powder to
reduce shrinkage is determined by",Shape and size of the particle,The effectiveness of condensing porcelain powder to reduce shrinkage is determined by the degree of particle sintering and the minimization of thermal stress through controlled firing cycles.,,
358a3866-8fc2-405e-b7e6-383904748d15,"A 56-year-old female presents with nocturnal pain in the right thumb, index and middle finger for the past 3 months. All of the following provocative tests can be performed for the diagnosis of the condition except :",Finkelstein test,"The correct answer is Phalen's test, as it is used for carpal tunnel syndrome, not De-Quervain's tenovaginitis. Finkelstein's test, along with other tests like Kanaval's sign, are used for De-Quervain's tenovaginitis.",,
360f90ec-189e-464a-a60d-ed9d9bda46ef,What is the usual weight of rabbit used in ophthalmological experiments?,1.5-2.5 kg,The usual weight of a rabbit used in ophthalmological experiments is approximately 2 to 3 kilograms.,,
3624f5cd-a2a5-4f5f-9b7e-ee57ea1b3c4a,A patient who has recently received a pair of complete denture complains of difficulty in swallowing. The reason for this is most likely to be:,Excessive vertical dimension of occlusion with resulting decrease in interacclusal distance,"The difficulty in swallowing is most likely due to the denture interfering with normal oral function, leading to dysphagia.",,
36eda6ec-6654-41ba-937b-60a3052e6c49,A patient believes he is the most important person in the world than anyone so his neighbors and family is trying to harm him as they are jealous of him. His wife says otherwise and says he behaves like this recently only before he was working as a school-teacher peacefully and brought to OPD. He is suffering from:,"Delusion of grandiosity, persecution and reference","The patient is suffering from persecutory delusions, which are a common type of delusion characterized by the false belief that others are trying to harm or deceive him.",,
43f1ea33-49ee-498f-93d6-b2beae375a55,"A 12 years old boy develops sore throat of 4 day s duration. On examination, yellow grayish patch seen over both the tonsils and foul smell coming from his mouth. Which of the following non-suppurative complication is of concern?",Both acute rheumatic fever and acute glomerulonephritis,"The non-suppurative complication of concern is rheumatic fever, which may develop 1-4 weeks after a streptococcal infection.",,
44c704bc-4331-45a6-b6a8-dd8a5a0b7d18,Which of the following hormone is/are under inhibitory of hypothalamus?,Both prolactin and growth hormone,Prolactin is the only pituitary hormone primarily under inhibitory control of the hypothalamus.,,
470f224d-77cb-41dc-81e2-52f4cdce2acd,causes of thyroid storm,Poor Preoperative preparation of the patient,"Thyroid storm is a rare, life-threatening condition characterized by severe thyrotoxicosis, often precipitated by factors such as surgery, infection, trauma, or abrupt cessation of antithyroid medications.",,
59fcd56f-73e9-49e5-8cd0-8097402935ec,Immunologicaly active cells are:,Plasma cells,"Immunologically active cells include T-lymphocytes, which are crucial for the adaptive immune response, and natural killer (NK) cells, which are part of the innate immune system and exhibit cytotoxic activity against infected and malignant cells.",,
01731260-fa5c-45ae-bbf3-5aed1b1cb9b9,Which of the following are the predominant connective tissue cells of the periodontal Ligament?,Fibroblasts,"The predominant connective tissue cells of the periodontal ligament are fibroblasts, which are ectomesenchymal in origin and play a key role in collagen degradation and tooth eruption.",,
0190a0f3-416a-4d56-a172-7738b023fd28,A patient has seasonal allergic rhinitis and is on terfenadine. He develops cardiac arrhythmias after a course of antibiotics. Which of the following antibiotic could have been given:,Erythromycin,"The antibiotic could have been erythromycin, as it inhibits the metabolism of terfenadine, leading to increased plasma levels and risk of cardiac arrhythmias.",,
02d36d4b-a89c-4756-b20a-51cb7c392eec,Best test that shows the integrity of intrinsic pathway of clotting mechanism,aPTT,The best test that shows the integrity of the intrinsic pathway of the clotting mechanism is the partial thromboplastin time (PTT).,,
05898954-fc92-4bad-9b79-bfc238a3d416,The special visceral afferent fibres of the facial nerve are located in which nuclei:,Nucleus of tractus solitarius,The special visceral afferent fibres of the facial nerve are located in the nucleus of the solitary tract (tractus solitarius).,,
05ae5b1d-15cd-4035-99a7-d6cae3e4909e,The biofilms found on tooth surfaces are termed as:,Dental plaque,The biofilms found on tooth surfaces are termed as supragingival plaque.,,
069b7516-54c4-4e5d-acf7-a7c92fdd2a01,The zygomatic bone does not articulate with:,Nasal bone,The zygomatic bone does not articulate with the mandible.,,
0778d314-486a-4af0-b2bd-cab83e7e2166,"A 10 year old girl presented with fever convulsions, neck rigidity. CSF findings are protein 150 mg, sugar 40 mg, chloride 2500 mg with lymphadenopathy –",Tuberculous meningitis,"The CSF findings of low glucose, high protein, and lymphocytosis are consistent with tuberculous meningitis.",,
07f12102-6d93-4392-a50f-fb7424f73683,According to Kim and colleagues which of the following describe type IV isthmus?,Complete or incomplete isthmus between three or more canals,"Type IV isthmus, according to Kim et al classification, refers to 3 or more canals with the complete or incomplete isthmus.",,
0b81f878-0e23-4c6b-9fcd-697e8ea660c3,Inferiohyroid artery is a branch ol?,Thyrocervical trunk,"The inferior thyroid artery is a branch of the thyrocervical trunk, which itself is a branch of the subclavian artery.",,
0ba9328b-c265-4d98-8259-314789a2f00d,Brachytherapy is:,Irradiation of tissues by implants within the tissues,"Brachytherapy is a type of radiation therapy in which radioactive sources are placed directly into or near the tumor tissue to deliver a high dose of radiation while minimizing exposure to surrounding healthy tissue. It includes various techniques such as interstitial, intracavitary, and intravascular brachytherapy.",,
0f589144-f2e9-4377-850f-9dc2aaf127da,"One unit of PRBC raises HCT by: (In exam instead of HCT, they wrote HCV, which we assume to be a spelling error):",3-5%,One unit of PRBC raises hemoglobin by approximately 1 g/dL and hematocrit by about 3%.,,
10b04be8-a89b-4858-b1b6-8af09fe6a716,Major mechanism of transport of drugs across biological membranes is by ?,Passive diffusion,The major mechanism of transport of drugs across biological membranes is passive diffusion.,,
12342b20-b7a0-4f14-91ed-c764fc51ed7b,Sensory supply of cornea is by?,Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).,The sensory supply of the cornea is by the ophthalmic division of the trigeminal nerve through the long and short ciliary nerves.,,
12b43c0e-c864-4257-90ea-4641077d19ba,Hard swelling at the angle of mandible with numerous draining sinuses is most likely:,Actinomycosis,"The condition is most likely cervicofacial actinomycosis, characterized by a discharging sinus and involvement of the angle of the jaw.",,
13781885-cf02-490f-ba56-152d97ccb152,Bacteria are most commonly ENGULFED by:,Neutrophilic leukocytes,"Bacteria are most commonly engulfed by phagocytes, such as neutrophils and macrophages, through a process called phagocytosis.",,
157101aa-f928-4f25-8b8a-51e712b3e7ff,The probability of a test detecting a truly positive person from the population of diseased is the,Sensitivity of the test,The probability of a test detecting a truly positive person from the population of diseased is the sensitivity of the test.,,
21b1c2e4-dd6c-49c6-b432-ca5633eca31d,"Unconjugated bilirubin is increased in all, except –",Dubin Johnson syndrome,"Unconjugated bilirubin is increased in all, except in biliary tract disease, where conjugated bilirubin is primarily elevated.",,
22f5d1c3-8073-452a-937e-63414dc5065e,All of the following are true for light cure composite except:,Polymerization reaction continues for a period of 72 hours,Light-cured composites form an oxygen-inhibited layer on the surface due to oxygen interference during polymerization.,,
