question_id,question,reference,candidate,human_score,notes
067ce5ef-1dae-4f0a-8a61-bcd7750dd379,Foramen caecum is seen in:,Option 1 and 2,"The foramen caecum is seen in fronto-ethmoidal encephalocoeles, where it serves as the intracranial root located at the bottom of a small depression anterior to the crista galli.",,
0778d314-486a-4af0-b2bd-cab83e7e2166,"A 10 year old girl presented with fever convulsions, neck rigidity. CSF findings are protein 150 mg, sugar 40 mg, chloride 2500 mg with lymphadenopathy –",Tuberculous meningitis,"The CSF findings suggest a possible infectious or inflammatory process, with hypoglycorrhachia and elevated protein, consistent with conditions such as bacterial meningitis or other central nervous system infections. The presence of lymphadenopathy and fever supports a systemic involvement.",,
13f3fee3-7298-41b1-9d44-a7d68b22db11,Submandibular calculus can be removed by:,Incision of the duct and removal of calculus,"Submandibular calculus can be removed by sialendoscopy, transoral sialolithotomy, or extracorporeal shock wave lithotripsy, depending on the stone's location and size.",,
1406e461-b277-4d57-9ff7-9ec3d60b97fe,Adrenaline used for controlling of bleeding during surgery may result in:,Cardiac arrhythmias,"Adrenaline used for controlling bleeding during surgery may result in increased heart rate, blood pressure, and blood sugar levels, as well as potential systemic complications such as renal impairment or cardiovascular stress.",,
16bc295d-3db6-4565-a611-b677ced1de6b,Treatment of postpartum hemorrhage is all except:,Oestrogen,The treatment of postpartum hemorrhage does not include the use of anticoagulant medications.,,
17ca6005-346f-4f14-b1a3-430d3667d7f0,Black deposits on conjunctiva in a patient with glaucoma are seen with the use of:,Epinephrine,"Black deposits on conjunctiva in a patient with glaucoma are seen with the use of topical glaucoma medications, which can cause pigmentation as a side effect.",,
1c392503-537c-4926-a3bc-3daf8ddefeb3,"Open reduction of condylar fracture is strongly indicated in
(Or)
Absolute indication for open reduction in condylar fractures",Lateral displacement of the condyle (or) Lateral fracture dislocation condyle,"Open reduction and internal fixation (ORIF) is strongly indicated for displaced or dislocated condylar fractures that result in reduction of posterior facial height or posttraumatic malocclusion, as well as to prevent long-term complications such as temporomandibular joint dysfunction or ankylosis.",,
1ca4f1ef-d7dd-4909-bb00-e0c5700e2bf8,"AIDS, secondary infection will be all except",Rubella,"AIDS, secondary infection will be all except tuberculosis.",,
1fe1bd49-93cd-4bea-8beb-fdf6cc819421,Absence of which of the following milestone in 3 yr old chitd is called delayed development?,Feeding by spoon,"The absence of a significant milestone in three areas of development, such as gross motor, fine motor, and personal-social skills, in a 3-year-old child is called delayed development.",,
21b1c2e4-dd6c-49c6-b432-ca5633eca31d,"Unconjugated bilirubin is increased in all, except –",Dubin Johnson syndrome,"Unconjugated bilirubin is increased in all, except in patients with normal livers and those with cirrhosis, as noted in the reference passages.",,
26d80f62-bb99-43ee-8972-aa4dab9a8264,A middle-aged man comes after a road traffic accident with bleeding from the scalp. He is unconscious. A card in his pocket reveals that he is a known diabetic on Tab Glimepiride + Metformin 2 tablets twice daily. What should the next step in management?,"Airway, CT scan. Blood sugar if <70 start dextrose","The next step is to ensure airway, breathing, and circulation (ABC) are stabilized, then administer intravenous glucose to manage hypoglycemia, as the patient is on glimepiride and metformin, which can increase the risk of hypoglycemia in unconscious diabetic patients.",,
2b0cdfcc-e8e7-4a8e-9e36-3af3338a6eff,Pulp proper resembles,Loose connective tissue,"The pulp proper resembles the dental pulp in structure and function, characterized by a continuous odontoblast layer and distinct cell-free and cell-rich zones in the absence of inflammation.",,
32a5b512-866e-4bd6-b9b5-9c26c7625705,"The effectiveness of condensing porcelain powder to
reduce shrinkage is determined by",Shape and size of the particle,"The effectiveness of condensing porcelain powder to reduce shrinkage is determined by the method of condensation, such as hand condensation, instrument vibration, and hand pressure, as well as the properties of the powder and the molding process.",,
360f90ec-189e-464a-a60d-ed9d9bda46ef,What is the usual weight of rabbit used in ophthalmological experiments?,1.5-2.5 kg,"The usual weight of rabbits used in ophthalmological experiments ranges from 1.5 to 3.5 kg, depending on the specific study requirements.",,
44c704bc-4331-45a6-b6a8-dd8a5a0b7d18,Which of the following hormone is/are under inhibitory of hypothalamus?,Both prolactin and growth hormone,"GnRH secretion is inhibited by the hypothalamus. Additionally, ghrelin and other hormones may be inhibited due to disruptions in hypothalamic regulation.",,
01731260-fa5c-45ae-bbf3-5aed1b1cb9b9,Which of the following are the predominant connective tissue cells of the periodontal Ligament?,Fibroblasts,The predominant connective tissue cells of the periodontal ligament are fibroblasts.,,
0190a0f3-416a-4d56-a172-7738b023fd28,A patient has seasonal allergic rhinitis and is on terfenadine. He develops cardiac arrhythmias after a course of antibiotics. Which of the following antibiotic could have been given:,Erythromycin,"The antibiotic could have been a macrolide, as terfenadine can induce QT prolongation and ventricular arrhythmias when combined with macrolides.",,
02d36d4b-a89c-4756-b20a-51cb7c392eec,Best test that shows the integrity of intrinsic pathway of clotting mechanism,aPTT,The activated partial thromboplastin time (aPTT) test is the best test that shows the integrity of the intrinsic pathway of the clotting mechanism.,,
05898954-fc92-4bad-9b79-bfc238a3d416,The special visceral afferent fibres of the facial nerve are located in which nuclei:,Nucleus of tractus solitarius,The special visceral afferent fibres of the facial nerve are located in the nucleus of the solitary tract (nTS) and the trigeminal/paratrigeminal nuclei.,,
05ae5b1d-15cd-4035-99a7-d6cae3e4909e,The biofilms found on tooth surfaces are termed as:,Dental plaque,The biofilms found on tooth surfaces are termed as dental plaque.,,
0b81f878-0e23-4c6b-9fcd-697e8ea660c3,Inferiohyroid artery is a branch ol?,Thyrocervical trunk,The inferior thyroid artery is a branch of the thyrocervical trunk.,,
0ba9328b-c265-4d98-8259-314789a2f00d,Brachytherapy is:,Irradiation of tissues by implants within the tissues,"Brachytherapy is a form of radiotherapy where radioactive seeds, microparticles, or liquids are placed directly into or adjacent to the tumor to deliver targeted radiation and minimize exposure to surrounding healthy tissue. It is used in the treatment of various cancers, including prostate, breast, cervical, and others.",,
10b04be8-a89b-4858-b1b6-8af09fe6a716,Major mechanism of transport of drugs across biological membranes is by ?,Passive diffusion,"The major mechanism of transport of drugs across biological membranes is passive diffusion, although active transport and other mechanisms also play significant roles depending on the drug and the membrane.",,
12342b20-b7a0-4f14-91ed-c764fc51ed7b,Sensory supply of cornea is by?,Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).,"The sensory supply of the cornea is provided by the ophthalmic branch of the trigeminal nerve, specifically the nasociliary branch, which innervates the cornea through a subepithelial and deeper stromal plexus.",,
13781885-cf02-490f-ba56-152d97ccb152,Bacteria are most commonly ENGULFED by:,Neutrophilic leukocytes,"Bacteria are most commonly engulfed by polymorphonuclear leucocytes through a process called phagocytosis, where they are enclosed in a vacuole and subsequently destroyed by lysosomal enzymes.",,
157101aa-f928-4f25-8b8a-51e712b3e7ff,The probability of a test detecting a truly positive person from the population of diseased is the,Sensitivity of the test,The probability of a test detecting a truly positive person from the population of diseased is the sensitivity of the test.,,
16e734ad-7969-42f1-8bbe-46cd79dd7bdd,IQ range 90-109 is:,Average.,"The IQ range 90-109 is considered ""normal"" according to the Wechsler test, as it includes scores above 90, which are classified as normal intelligence.",,
178bda2c-c1fc-47dd-8d73-ef6e7ddf0d22,. The most common fungal infection in the neonates transmitted by caregiver's hand is:,Candida parapsilosis,"The most common fungal infection in neonates transmitted by caregiver's hand is candidemia, primarily caused by Candida species such as *Candida albicans* and *Candida parapsilosis*.",,
1920da28-e234-4f1e-8a02-8eb426ca5478,Function of molybdenum in base metal alloys,Increases strength,"Molybdenum in base metal alloys primarily functions to enhance strength, improve corrosion resistance, and contribute to the overall mechanical properties of the alloy. It also plays a role in the formation of oxide layers on the surface, which can influence biological interactions such as osteoblast differentiation.",,
1e94a9ca-55e4-4e9a-bf7b-cb2dc4ba2ab5,"SD plasma destroys lipid enveloped virus. On SD plasma transfusion, which of the following infection is the likely possibility?",HAV,"The likely possibility of infection after SD plasma transfusion is parvovirus, as it is a non-lipid-enveloped virus resistant to SD inactivation methods.",,
20445700-6fe0-4e44-b27c-561d580c5ea9,HCO3/H2CO3 is the best buffer because it is:,Its components can be increased or decreased in the body as needed,HCO3⁻/H2CO3 is the best buffer because it is the primary buffering system in the body that effectively maintains pH homeostasis by neutralizing excess acids or bases.,,
1badc5bb-d61a-48ea-9288-3754612f74a5,"In a JubLeitter arca pith crude birth rate of 211, what would be the expected number of ANC registrations?",60,"The expected number of ANC registrations can be calculated by multiplying the crude birth rate (211) by the total expected annual population, using the method described in the reference passages. However, without the total population figure, an exact number cannot be determined.",,
1cc77b91-e4a8-42ce-8182-c61f6c7cffea,Which of the following to reduce for occlusal equilibration:,Upper buccal,"To reduce for occlusal equilibration, selective wear of tooth surfaces, restorations, or prostheses is performed to harmonize maxillomandibular functional aspects and achieve a balanced occlusion.",,
