question_id,question,reference,candidate,human_score,notes
17ca6005-346f-4f14-b1a3-430d3667d7f0,Black deposits on conjunctiva in a patient with glaucoma are seen with the use of:,Epinephrine,"Black deposits on the conjunctiva in a patient with glaucoma are seen with the use of topical pilocarpine, which can cause pigmentary glaucoma.",,
17f11735-64fc-47ec-b06b-c9124e27c1cf,The radiographic view of choice for diagnosing horizontally favorable and unfavorable # is:,Lateral Oblique view,The radiographic view of choice for diagnosing horizontally favorable and unfavorable fractures is the anteroposterior (AP) view.,,
185c4942-7886-4e49-b242-6634e83b0efb,Which of the following amino acids does not include post-translational modification?,Selenocysteine,Proline does not typically include post-translational modification.,,
18ce280d-98c7-4a22-b4b7-038974b16c71,"All are true about nitric oxide, EXCEPT:",Acts via cAMP,"Nitric oxide is a potent vasodilator, has a short half-life, and is involved in various physiological processes including neurotransmission and immune response.",,
18feef0f-7e8e-4eca-b9b3-57f3973b9a5b,In which of the following conditions is the role of microbial plaque most obscure:,Desquamative gingivitis,"The role of microbial plaque is most obscure in conditions such as periodontal disease, where the exact mechanisms of plaque-induced tissue destruction remain incompletely understood.",,
1a31abe7-fbc1-41bc-b42d-fab66edfef39,The most important career of cholesterol in plasma is:,LDL,Cholesterol in plasma is most important for the synthesis of cell membranes and steroid hormones. It also serves as a precursor for bile acids and vitamin D.,,
0150cd44-7abc-4723-8a8a-c17de3f20004,Biomineralization is a process by which inorganic `metals' are incorporated in the body and made a pa of biological structures. Example of Biomineralization is seen in:,Mollusc shell,"Biomineralization is seen in the formation of bones and teeth, where inorganic minerals like calcium phosphate are incorporated into organic matrices to form hard biological structures.",,
01731260-fa5c-45ae-bbf3-5aed1b1cb9b9,Which of the following are the predominant connective tissue cells of the periodontal Ligament?,Fibroblasts,The predominant connective tissue cells of the periodontal ligament are fibroblasts and osteoblasts.,,
12b43c0e-c864-4257-90ea-4641077d19ba,Hard swelling at the angle of mandible with numerous draining sinuses is most likely:,Actinomycosis,"This presentation is most likely due to a chronic granulocytic infection, such as tuberculosis or actinomycosis, leading to formation of a sinus tract.",,
13f3fee3-7298-41b1-9d44-a7d68b22db11,Submandibular calculus can be removed by:,Incision of the duct and removal of calculus,"Submandibular calculus can be removed by sialendoscopy or surgical excision, depending on the size and location of the calculus.",,
1406e461-b277-4d57-9ff7-9ec3d60b97fe,Adrenaline used for controlling of bleeding during surgery may result in:,Cardiac arrhythmias,"Adrenaline used during surgery to control bleeding may result in increased blood pressure and heart rate, as well as potential tissue necrosis if injected directly into blood vessels.",,
143fc0f8-8075-4833-a0e5-900ed6562a3a,Sjogren's syndrome includes all except:,Lymphoma,Sjogren's syndrome includes all except systemic vasculitis.,,
16bc295d-3db6-4565-a611-b677ced1de6b,Treatment of postpartum hemorrhage is all except:,Oestrogen,"The treatment of postpartum hemorrhage includes uterotonics, manual uterine compression, and surgical interventions, but does not include administration of anticoagulants.",,
178bda2c-c1fc-47dd-8d73-ef6e7ddf0d22,. The most common fungal infection in the neonates transmitted by caregiver's hand is:,Candida parapsilosis,"The most common fungal infection in neonates transmitted by caregivers' hands is candidiasis, primarily caused by *Candida albicans*.",,
1badc5bb-d61a-48ea-9288-3754612f74a5,"In a JubLeitter arca pith crude birth rate of 211, what would be the expected number of ANC registrations?",60,"In a JubLeitter area with a crude birth rate of 211, the expected number of ANC registrations would be approximately 63.3, assuming a 30% ANC registration rate.",,
1c392503-537c-4926-a3bc-3daf8ddefeb3,"Open reduction of condylar fracture is strongly indicated in
(Or)
Absolute indication for open reduction in condylar fractures",Lateral displacement of the condyle (or) Lateral fracture dislocation condyle,"Open reduction of condylar fracture is strongly indicated in cases of displaced fractures, comminuted fractures, or when there is significant joint incongruity that cannot be corrected with closed reduction.",,
240aaafe-ec41-447b-85eb-d8da168c1430,"According to piagets, the period of pre operational stage is:",2-6 years.,"According to Piaget, the pre-operational stage occurs between the ages of 2 and 7 years. This stage is characterized by the development of symbolic thinking and language, but the child's thinking is still egocentric and lacks logical structure.",,
2988090f-7d5e-40a5-ba16-3198f4e345a3,"A 6 years old child with development delay, can ride a tricycle, can climb upstairs with alternate feet, but downstairs with 2 feet per step, can tell his name, known his own sex, but cannot narrate a story. What is his development age?",3 years,"The child's development age is approximately 3 to 4 years old, based on his ability to perform basic motor and self-awareness tasks, but with delays in language and narrative skills.",,
308573c6-93c7-47db-908e-14be06dc49e2,"All information must be explained in comprehensible, non medical terms preferable in local language about the diagnosis, nature of treatment, risks involved, prospects of success and alternative methods of treatment known",Informed consent,"The diagnosis is a condition that affects your health, and the treatment involves specific steps to address it. The risks are possible side effects, and the success depends on various factors, with alternative options available depending on your situation.",,
3624f5cd-a2a5-4f5f-9b7e-ee57ea1b3c4a,A patient who has recently received a pair of complete denture complains of difficulty in swallowing. The reason for this is most likely to be:,Excessive vertical dimension of occlusion with resulting decrease in interacclusal distance,The patient's difficulty in swallowing is most likely due to an ill-fitting denture that interferes with normal oral function and tongue movement.,,
3e661f15-9a34-4c14-b4ff-7bac9c57b6be,2 years female has been successfully treated for urinary tract infection. Next step in management is :,Ultrasound + DMSA scan,"No further treatment is typically required if the urinary tract infection (UTI) has been successfully treated and the patient is asymptomatic. However, follow-up may be considered if there are recurrent infections or underlying risk factors.",,
3ee700bc-5cac-4228-b0a2-5164512b90e4,As we move from anterior to posterior gingival embrasure become,Smaller,"As we move from anterior to posterior, the gingival embrasure becomes narrower and more pronounced.",,
0190a0f3-416a-4d56-a172-7738b023fd28,A patient has seasonal allergic rhinitis and is on terfenadine. He develops cardiac arrhythmias after a course of antibiotics. Which of the following antibiotic could have been given:,Erythromycin,"The antibiotic likely given was erythromycin, as it can interact with terfenadine to cause cardiac arrhythmias.",,
02d36d4b-a89c-4756-b20a-51cb7c392eec,Best test that shows the integrity of intrinsic pathway of clotting mechanism,aPTT,The best test to assess the integrity of the intrinsic pathway of the clotting mechanism is the activated partial thromboplastin time (aPTT).,,
05ae5b1d-15cd-4035-99a7-d6cae3e4909e,The biofilms found on tooth surfaces are termed as:,Dental plaque,The biofilms found on tooth surfaces are termed as dental plaque. They consist of a complex community of microorganisms adhered to the tooth surface.,,
067ce5ef-1dae-4f0a-8a61-bcd7750dd379,Foramen caecum is seen in:,Option 1 and 2,"The foramen caecum is seen in the midline of the posterior surface of the tongue, near the junction of the anterior two-thirds and the posterior one-third. It is the remnant of the median rhombomere.",,
0b81f878-0e23-4c6b-9fcd-697e8ea660c3,Inferiohyroid artery is a branch ol?,Thyrocervical trunk,"The inferior thyroid artery is a branch of the thyrocervical trunk, which arises from the first part of the vertebral artery.",,
0ba9328b-c265-4d98-8259-314789a2f00d,Brachytherapy is:,Irradiation of tissues by implants within the tissues,"Brachytherapy is a form of radiation therapy where radioactive sources are placed inside or near the tumor to deliver a high dose of radiation directly to the cancerous tissue. It is used to treat various types of cancer, including prostate, breast, and gynecological cancers.",,
0f589144-f2e9-4377-850f-9dc2aaf127da,"One unit of PRBC raises HCT by: (In exam instead of HCT, they wrote HCV, which we assume to be a spelling error):",3-5%,One unit of packed red blood cells (PRBC) typically raises the hematocrit (HCT) by approximately 3-4%. (Note: HCV is likely a spelling error and should be HCT.),,
10b04be8-a89b-4858-b1b6-8af09fe6a716,Major mechanism of transport of drugs across biological membranes is by ?,Passive diffusion,"The major mechanism of transport of drugs across biological membranes is by passive diffusion, which relies on the lipid solubility and molecular size of the drug.",,
12342b20-b7a0-4f14-91ed-c764fc51ed7b,Sensory supply of cornea is by?,Nasolacrimal nerve (probably printing mistake - probably Nasociliary nerve).,The sensory supply of the cornea is provided by the ophthalmic division of the trigeminal nerve (V1).,,
13781885-cf02-490f-ba56-152d97ccb152,Bacteria are most commonly ENGULFED by:,Neutrophilic leukocytes,Bacteria are most commonly engulfed by phagocytic cells such as macrophages and neutrophils through a process called phagocytosis.,,
157101aa-f928-4f25-8b8a-51e712b3e7ff,The probability of a test detecting a truly positive person from the population of diseased is the,Sensitivity of the test,"The probability of a test detecting a truly positive person from the population of diseased is known as the true positive rate, also referred to as sensitivity.",,
16e734ad-7969-42f1-8bbe-46cd79dd7bdd,IQ range 90-109 is:,Average.,"The IQ range of 90-109 is considered average intelligence, indicating typical cognitive abilities for the population.",,
1920da28-e234-4f1e-8a02-8eb426ca5478,Function of molybdenum in base metal alloys,Increases strength,"Molybdenum is added to base metal alloys to improve strength, hardness, and resistance to corrosion and high temperatures. It also enhances the alloy's ability to withstand mechanical stress and wear.",,
20445700-6fe0-4e44-b27c-561d580c5ea9,HCO3/H2CO3 is the best buffer because it is:,Its components can be increased or decreased in the body as needed,The HCO₃⁻/H₂CO₃ buffer system is the best because it effectively maintains pH balance in the blood by regulating carbon dioxide levels through respiratory and renal mechanisms.,,
20c4de15-f187-4a56-941f-0aa7bc2702ba,"A 60-year-old chronic smoker presented with progres-sive jaundice, pruritus and clay colored stools for 2 months. History of waxing and waning of jaundice was present. A CT scan revealed dilated main pancre-atic duct and common bile duct. What is the likely di-agnosis?",Periampullary carcinoma,"The likely diagnosis is pancreatic head carcinoma, which is causing obstructive jaundice and dilatation of the pancreatic and bile ducts.",,
22e9f959-2d98-46de-b35c-601974f8d014,A Jawan posted in Siachen was brought to the emergency department with hypothermia. Which is the ideal site to measure his temperature?,Rectal,"The ideal site to measure the temperature of a hypothermic patient is the rectum, as it provides the most accurate core body temperature reading.",,
1ca4f1ef-d7dd-4909-bb00-e0c5700e2bf8,"AIDS, secondary infection will be all except",Rubella,"AIDS, secondary infection will be all except **opportunistic infections**.",,
1cc77b91-e4a8-42ce-8182-c61f6c7cffea,Which of the following to reduce for occlusal equilibration:,Upper buccal,"To reduce for occlusal equilibration, the high points on the occlusal surfaces of the teeth should be adjusted. This helps achieve a balanced occlusion and reduces excessive forces on the teeth.",,
