arm,category,question_id,subject,gold,predicted,margin,question,gold_text,predicted_text,retrieved,human_label,notes
qlora,fixed_by_retrieval,5f65e5aa-a984-49bd-aad6-0292fa0e07d8,Dental,D,D,1.0,"On rubber dam application gingiva is seen protruding out of margins, it can be seen due to?",Holes placed too close together,Holes placed too close together,,,
qlora,fixed_by_retrieval,091c018c-210f-4a46-9b8b-6f2c53d72283,Medicine,A,A,0.75,All are features of benign intracranial hypertension except:,Proptosis,Proptosis,,,
qlora,fixed_by_retrieval,61ac5df1-c2c1-48ba-9e04-b86120f10110,Pathology,A,A,1.375,Radiation affects all three germ layers (ectoderm mesoderm and endoderm) in which of the following,Teratoid cyst,Teratoid cyst,,,
qlora,fixed_by_retrieval,7c8d588c-567d-4f19-9e67-c4cf90bfd6ab,Surgery,A,A,0.5,"When soft palate is paralysed, which is not seen?",Clefting of the palate,Clefting of the palate,,,
qlora,fixed_by_retrieval,2902efec-b01a-417c-94b9-406e94662f27,Social & Preventive Medicine,A,A,0.625,"According to the new RNTCP guidelines, the following is not a suspect of tuberculosis",Confirmed extra-pulmonary tuberculosis patient with cough of 2 weeks or more,Confirmed extra-pulmonary tuberculosis patient with cough of 2 weeks or more,,,
qlora,fixed_by_retrieval,cfb81145-9c8a-41bf-975a-bd76f75be629,Medicine,C,C,0.125,"Hypereosinophilic syndrome is a disease characterized by elevated eosinophil count in the blood for at least 6 months, without any recognizable cause, with involve-ment of either heart, nervous system or bone marrow. What should be the eosinophil count for diagnosis?",>1500/ mm3,>1500/ mm3,,,
qlora,fixed_by_retrieval,f2f90872-25be-4295-9e2c-26f8310a2100,Pediatrics,C,C,0.375,In chronic renal failure : a) Urine output is more than 3 litres per dayb) Urine concentration is decreasedc) Sodium conservation is poord) Polycythemia is present,bc,bc,,,
qlora,fixed_by_retrieval,12a8e0d0-21d1-4edf-905d-5e9c415b1a80,Dental,C,C,1.125,An 11-year-old boy complains of spacing between maxillary incisors. The appropriate treatment is with:,No treatment,No treatment,,,
qlora,fixed_by_retrieval,0a08a713-9a1e-49db-99ed-d0050c717e02,Dental,B,B,0.0,Greater crown bulk distal to the faciolingual dissecting plane of the tooth is most typical of mandibular,Canine,Canine,,,
qlora,fixed_by_retrieval,c7d3b43e-bcf6-4d61-bca9-552c07da0d6f,Pediatrics,D,D,0.5,All of the following groups of newborns are at an increased risk of hypoglycemia except –,Post term infant,Post term infant,,,
qlora,near_miss,5a6d126f-f4cd-4cf2-b58d-6390a88f80f1,Dental,D,B,0.125,Most commonly missing primary teeth are:,Maxillary canines,Mandibular central incisors,,,
qlora,near_miss,31579687-1448-4606-9db6-52f9d0cc8a7f,Medicine,D,B,0.0,Which of the following is NOT the criteria to discharge a patient of dengue haemorrhagic fever?,Atleast 24 hours since recovery from shock,"Platelet count greater than 50,000 cells",,,
qlora,near_miss,37dda658-5f35-46d8-b34d-247e81ac0536,Pharmacology,D,B,0.125,Pigmentation of nail is caused by all of these drugs except:,Amiodarone,Chlorpromazine,,,
qlora,near_miss,bee22c8c-3527-403f-903a-bd535bc3dd68,Anaesthesia,A,D,0.125,Which is not an obvious advantage of high pressure oxygen through cannula:,Bypassing nasopharyngeal dead space,Hot and Humidification of air,,,
qlora,near_miss,1fe1bd49-93cd-4bea-8beb-fdf6cc819421,Pediatrics,C,A,0.125,Absence of which of the following milestone in 3 yr old chitd is called delayed development?,Feeding by spoon,Hopping on one leg,,,
qlora,near_miss,1caf6e69-ee58-47fd-8e04-6f736055365c,Dental,A,C,0.0,All are true about trauma from occlusion except,Trauma to Marginalized gingiva,Reduction in height of alveolar crest,,,
qlora,near_miss,102cc189-c373-4850-a523-676b18741b16,Dental,C,A,0.125,High angle case is:,FMP > 35°,FMIA > 65,,,
qlora,near_miss,cfd037d5-868e-49d9-89e8-a084e84ce0dc,Pediatrics,B,C,0.125,A child presented with respiratory distress was brought to emergency with bag and mask ventilation. Now child is intubated. Chest X–ray shows right–sided deviation of mediastinum with scaphoid abdomen. His Pulse rate is increased. What is the next step ?,Put a nasogastric tube,Surgery,,,
qlora,near_miss,1badc5bb-d61a-48ea-9288-3754612f74a5,Social & Preventive Medicine,A,C,0.125,"In a JubLeitter arca pith crude birth rate of 211, what would be the expected number of ANC registrations?",60,100,,,
qlora,near_miss,a4260f2f-ca39-4778-90a9-87064c39a11c,Dental,C,B,0.125,"In Mount and Hume classification, what will be the site size of the following lesion?",3.1,2.2,,,
qlora,wrong,3c7f7351-8925-4c0e-89e7-1d4b8e806797,Dental,A,D,0.25,"Which of the following series act as the best space
maintainer in a child's mouth?",Restored deciduous tooth,Band and loop space maintainer,,,
qlora,wrong,eaa184bf-53c5-4755-bee8-a9153e587ff0,Ophthalmology,D,A,0.625,Ex-Press glaucoma implant is made up of?,Stainless steel,Silicone,,,
qlora,wrong,5eb13f65-9515-424e-ac36-0b92caf71771,Surgery,D,A,0.375,"SCC present on lateral margin of tongue of staging T2N0, options of treatment is",Remove Lymph node I-IV along with,SOHND (supraomohyoid neck dissections),,,
qlora,wrong,68dc3363-c18b-47c7-b20d-c538cc7febc8,Pathology,A,C,0.625,"The most common intraoral location for a pigmented
nevi is the",Hard palate,Buccal mucosa,,,
qlora,wrong,357eebd0-e51d-46c8-8cc4-0fff4a79387b,ENT,A,D,0.75,Eustachian tube function is best assessed by:,Tympanometry,Politzer test,,,
qlora,wrong,b21a38b8-c966-425a-a140-9ff775745931,Dental,A,C,0.375,Least condensation pressure is required in:,"Spherical amalgam alloy, high copper","Admixed amalgam alloy, low copper",,,
qlora,wrong,d6a26b98-72cd-4b9a-9f77-6bf6941d07ec,Medicine,C,D,0.875,"Beta 1,3 Glucan test is positive in all except?",Mucormycosis,Pneumocystis Jirovecii,,,
qlora,wrong,e8b34af9-6a4b-42cf-90ce-fb46a23db79d,Pediatrics,C,D,0.875,Characteristics radiological feature of transient tachypnoea of newborn is –,Prominent horizontal fissure,Air bronchogram,,,
qlora,wrong,794c0e78-516c-44ae-8eba-768371a3ca6c,Ophthalmology,C,D,0.5,What is the angle subtended by the largest letter in the Snellen chart on a person's eye who is reading it from a distance of 6 meters?,50 minutes,60 minutes,,,
qlora,wrong,eae21df0-06e3-49cb-a1f0-1ac41966e11a,Dental,B,D,0.25,The first instrument used on the facial surfaces of gingiva while gingivectomy is:,Kirkland's knife,BP blade with No. 12 blade,,,
