arm,category,question_id,subject,gold,predicted,margin,question,gold_text,predicted_text,retrieved,human_label,notes
rag-parity,fixed_by_retrieval,a9df804d-c8d7-4afa-ad5d-776b64742bab,Dental,B,B,26.0,"A permanent tooth with fracture involving apical one
third of root after treatment, would most likely:",Remain vital and functional,Remain vital and functional,,,
rag-parity,fixed_by_retrieval,2b0cdfcc-e8e7-4a8e-9e36-3af3338a6eff,Dental,A,A,1.75,Pulp proper resembles,Loose connective tissue,Loose connective tissue,,,
rag-parity,fixed_by_retrieval,7e567a6e-46f6-4f48-bd14-21e53726f1ff,Biochemistry,A,A,29.0,Replacing amino acid will not change its functions,Glutamine to Asparagine,Glutamine to Asparagine,,,
rag-parity,fixed_by_retrieval,6fe48790-f8f0-4c37-8dae-a76ddbac8a7a,Medicine,D,D,6.75,Normal anion gap metabolic acidosis seen in all except?,Salicylates poisoning,Salicylates poisoning,,,
rag-parity,fixed_by_retrieval,f0ae92d9-8a7e-478e-bcdf-3546a9cd3b7b,Anatomy,B,B,29.625,Lacrimation is affected due to damage to which of the following nerves?,Greater petrosal nerve,Greater petrosal nerve,,,
rag-parity,fixed_by_retrieval,849108f1-8775-44ab-982d-c8907f399efc,Gynaecology & Obstetrics,D,D,24.5,"A 16-year old girl was brought with primary amenorrhea. Her mother mentioned that she started developing breast at the age of 12. She was prescribed OCPs 2 years back by a doctor with no effect. She was having normal stature and was a football player. On examination, breasts were well developed (Tanner's stage 5) and pubic hair was minimal (Tanner's stage 1). What is the most probable diagnosis?",Androgen insensitivity,Androgen insensitivity,,,
rag-parity,fixed_by_retrieval,f3d65283-cf60-4fd3-a23a-804ca33bc8e9,Physiology,D,D,1.75,"If the interstitial hydrostatic pressure is 2 mm Hg, interstitial oncotic pressure is 7 mm Hg and capillary hydrostatic pressure is 25 mm Hg. What should be the capillary oncotic pressure to allow a net filtration pressure of 3 mm Hg?",27,27,,,
rag-parity,near_miss,8747cdb6-d468-4de1-8e16-b4c7bc622d88,Medicine,A,C,0.0,"A 40 years old female is diagnosed to have epilepsy and is started phenytoin and valproate. Four weeks later, she developed a diffuse rash all over her body, which gradually disappeared on stopping both the drugs. In how many weeks, will the rash reappear when she is re-challenged with phenytoin and valproate?",1 day,2 weeks,,,
rag-parity,near_miss,4ed16846-22f2-40b6-a993-f07081e970f1,Dental,A,B,0.0,Growth of the maxilla in the vertical direction is due to:,Growth of the alveolus,Growth at sutures,,,
rag-parity,near_miss,36b7b647-0cba-4bee-a4fe-21c3e49ab981,Dental,C,A,0.0,ADA specification of orthodontic wire:,32,29,,,
rag-parity,near_miss,794c0e78-516c-44ae-8eba-768371a3ca6c,Ophthalmology,C,A,0.0,What is the angle subtended by the largest letter in the Snellen chart on a person's eye who is reading it from a distance of 6 meters?,50 minutes,1 minute,,,
rag-parity,near_miss,cfb81145-9c8a-41bf-975a-bd76f75be629,Medicine,C,A,0.0,"Hypereosinophilic syndrome is a disease characterized by elevated eosinophil count in the blood for at least 6 months, without any recognizable cause, with involve-ment of either heart, nervous system or bone marrow. What should be the eosinophil count for diagnosis?",>1500/ mm3,>500/mm3,,,
rag-parity,near_miss,2dc17e8f-306a-433c-995c-9903dcaf4ccc,Anatomy,D,C,0.0,The part of the mandible which ossify in cartilage is:,All of the above,Upper half of ramus above the level of mandibular foramen,,,
rag-parity,wrong,159339f1-1545-47f6-9aad-47c1282458b4,Dental,D,C,0.5,All of the following are true regarding Class-II inlay gingival margins preparation except?,Margins of restoration in self-cleansable area,Lap sliding fit of metal margin,,,
rag-parity,wrong,6f1fdbc9-920f-4bff-b2eb-ba300fd9cc59,Forensic Medicine,D,A,0.5,Which of these findings is not specific of blast injury?,Fracture,Abrasion,,,
rag-parity,wrong,bebb654f-88d5-4a1f-a9fb-dd65b42beeca,Dental,D,C,0.5,In carrier base gutta percha the plastic carrier size of 40- 90 are made by?,Poly sulphone,Poly sulphide,,,
rag-parity,wrong,4a36bb7a-a19f-4aba-82b3-6cd35fc3cbc0,Dental,A,D,0.75,During periradicular surgery bone is removed with?,Round burr,Taper Burr,,,
rag-parity,wrong,2764f129-0e83-45be-a4cb-71bd633ed2da,Dental,C,A,0.5,"All of the following hemostatic agents are used as perforation repair, except?",Ferric sulphate,Collagen,,,
rag-parity,wrong,f8a5b0e2-b529-4ad4-b55d-f6e5fc4708e1,Social & Preventive Medicine,B,A,0.5,"In a population of 10000 people, the prevalence of a disease is 20%. The sensitivity of a screening test is 95% and specificity is 80%. The positive predictive value of the test will be -",54.30%,45.70%,,,
rag-parity,wrong,7dbd5a5b-1731-4cbd-a3e1-f50c0db1e695,Dental,A,D,0.5,The most common curvature of the palatal root of maxillary first molar is:,Facial,Mesial,,,
rag-parity,wrong,4c193618-d7aa-41b5-a04c-0ff57cabbb3a,Gynaecology & Obstetrics,C,D,0.75,Most common cause of post neonatal mortality is:,Environmental causes,Conditions effecting in early neonatal period,,,
rag-parity,wrong,c43e91d9-b41d-480c-a1f2-2fe9eee2bcab,Dental,D,B,0.25,Cholesterol crystals in apical periodontitis lesions are believed to be formed from cholesterol released by:,All of the above,"Lymphocyte, plasma cells, macrophages that die and disintegrate in chronic apical lesion",,,
rag-parity,wrong,8b2419cc-518a-4fc5-8d09-594e35e796c0,Dental,A,D,0.25,"Ellis and deway classification of traumatic fractures are
how many",9,4,,,
