arm,category,question_id,subject,gold,predicted,margin,question,gold_text,predicted_text,retrieved,human_label,notes
base,near_miss,723bd8c7-6da8-4897-8a1b-dd87891f24a7,Dental,C,B,0.0,Bartholins duct is the name of :,Sublingual duct,Submandibular gland,,,
base,near_miss,92bc808f-994e-4669-80e5-77305a9f9178,Physiology,D,B,0.0,"Which hormone, together with the catecholamines, enhances the tone of vascular smooth muscle and assists in elevating blood pressure?",Cortisol,Glucagon,,,
base,near_miss,38d19909-c427-44de-9fff-8b43342040ea,Physiology,C,A,0.0,Calculate net filtration pressure with the following data: PGC = 42 mm Hg pGC = 12 mm Hg PBC= 16 mm Hg Assume that no proteins were filtered.,14 mm Hg,34 mm Hg,,,
base,near_miss,d70bc405-92bf-4118-8ea8-70b2ee771de7,Physiology,B,A,0.0,Serum is:,Plasma-fibrin,Plasma-clotting factors,,,
base,near_miss,8524af12-cbe6-452b-94f1-2f653192db17,Surgery,D,C,0.0,After Le-Fort 1 osteotomy the blood supply of maxilla is maintained by,Ascending palatine branch of facial artery,Greater palatine artery,,,
base,near_miss,836b4e61-8568-4d55-9acf-3a1695081981,Surgery,B,A,0.0,A 45 y ears old patient presented to you with ongoing massive hematemesis. The patient is ale and hemodynamically stable. What will be the first step in management?,Put the patient in recovery position and secure airway,Do an urgent upper GI endoscopy,,,
base,near_miss,0864d31c-bba4-4d83-8870-89f1d171f705,Surgery,D,B,0.0,All the following are true about imaging in primary survey of a trauma patient except:,All patients should have chest X-ray-PA view only,Chest X-ray and pelvic X-ray are taken as a pa of primary survey,,,
base,near_miss,3cf1de31-2703-4ff6-8091-3992a27a7987,Surgery,B,A,0.0,Direct inter dental wiring is also known as:,Gilmer's wiring,Risdon's wiring,,,
base,near_miss,37dda658-5f35-46d8-b34d-247e81ac0536,Pharmacology,D,A,0.0,Pigmentation of nail is caused by all of these drugs except:,Amiodarone,Cyclophosphamide,,,
base,near_miss,1caf6e69-ee58-47fd-8e04-6f736055365c,Dental,A,C,0.0,All are true about trauma from occlusion except,Trauma to Marginalized gingiva,Reduction in height of alveolar crest,,,
base,wrong,599296cf-99e1-4a99-8322-cc24fef094a7,Gynaecology & Obstetrics,A,B,0.75,"A Rh-negative mother, who has Indirect Coombs Test (ICT), negative was given Anti-D during 28 weeks of pregnancy. Which of the following is the ideal one?",Give another dose of Anti-D 72 hours postpartum depending on the baby blood group,Give another dose of Anti-D 72 hours postpartum irrespective of baby blood group,,,
base,wrong,6b874c35-3e1a-4158-b37c-34fd4c6350a7,Microbiology,D,A,0.25,"A 15 years old boy presents with loose motions and intermittent abdominal pain over the past 1 year. Wet mount stool specimen showed the presence of multiple ova, which are more than 100 p in diameter. The causative organism for the disease shall not include:",Opistorchis viverrini,Fasciola gigantica,,,
base,wrong,fde19aa5-8a95-46c2-bbf9-5421b8d83b41,Dental,D,C,1.0,The depth of clinical gingival sulcus is the distance between the gingival margin to the,Apical penetration of the probe,Apical extension of junctional epithelium,,,
base,wrong,b21a38b8-c966-425a-a140-9ff775745931,Dental,A,D,0.25,Least condensation pressure is required in:,"Spherical amalgam alloy, high copper",Lathe cut alloy,,,
base,wrong,218972be-3960-421c-bdc4-8a7627c5e548,Pediatrics,A,C,1.0,A child presented at 18 months of age who has never been vaccinated before. Which vaccines will you administer?,"DPT, OPV and MMR",BCG and OPV,,,
base,wrong,3b952daf-c786-4ed6-87f3-02f21e1a2997,Medicine,B,C,0.75,72-y ear-olo gentleman with normal renal functions presents with new onset focal seizures. Which of the following is the best drug to manage the patient?,Oxcarbazepine,Leviteracetam,,,
base,wrong,36b7b647-0cba-4bee-a4fe-21c3e49ab981,Dental,C,D,0.5,ADA specification of orthodontic wire:,32,30,,,
base,wrong,79f62df5-e7d6-4526-9866-59ba4c498cfc,Dental,B,A,0.75,In Mandibular 1st molar smallest cusp is,Distal,Distobuccal,,,
base,wrong,2988090f-7d5e-40a5-ba16-3198f4e345a3,Pediatrics,A,B,0.5,"A 6 years old child with development delay, can ride a tricycle, can climb upstairs with alternate feet, but downstairs with 2 feet per step, can tell his name, known his own sex, but cannot narrate a story. What is his development age?",3 years,4 years,,,
base,wrong,20c4de15-f187-4a56-941f-0aa7bc2702ba,Surgery,B,A,0.75,"A 60-year-old chronic smoker presented with progres-sive jaundice, pruritus and clay colored stools for 2 months. History of waxing and waning of jaundice was present. A CT scan revealed dilated main pancre-atic duct and common bile duct. What is the likely di-agnosis?",Periampullary carcinoma,Carcinoma head of pancreas,,,
