arm,category,question_id,subject,gold,predicted,margin,question,gold_text,predicted_text,retrieved,human_label,notes
qlora-rag-parity,near_miss,1fe1bd49-93cd-4bea-8beb-fdf6cc819421,Pediatrics,C,B,0.125,Absence of which of the following milestone in 3 yr old chitd is called delayed development?,Feeding by spoon,Drawing a square,,,
qlora-rag-parity,near_miss,aae446ea-6c3c-44e3-9fd2-bd056d6d4a1a,Surgery,C,B,0.0,LA deposited in Inferior alveolar nerve block at,Lingula,Coronoid notch,,,
qlora-rag-parity,near_miss,164a4811-8e5b-48ed-b13e-798f2ca0d513,Medicine,C,A,0.125,Which of the following is true about WILSON disease,Low serum copper,"High copper in urine, high copper in serum",,,
qlora-rag-parity,near_miss,5eb13f65-9515-424e-ac36-0b92caf71771,Surgery,D,C,0.0,"SCC present on lateral margin of tongue of staging T2N0, options of treatment is",Remove Lymph node I-IV along with,Remove Lymph node I-V along with,,,
qlora-rag-parity,near_miss,4e9a8341-05b8-4b00-859b-7a13d13b81a0,Dental,C,A,0.125,Which of the following headgear is preferred while treating a class II div. 1 malocclusion with a horizontal growth trend?,Cervical head gear,High pull head gear,,,
qlora-rag-parity,near_miss,4ed16846-22f2-40b6-a993-f07081e970f1,Dental,A,B,0.0,Growth of the maxilla in the vertical direction is due to:,Growth of the alveolus,Growth at sutures,,,
qlora-rag-parity,near_miss,7dbd5a5b-1731-4cbd-a3e1-f50c0db1e695,Dental,A,B,0.0,The most common curvature of the palatal root of maxillary first molar is:,Facial,Lingual,,,
qlora-rag-parity,wrong,36b7b647-0cba-4bee-a4fe-21c3e49ab981,Dental,C,A,0.375,ADA specification of orthodontic wire:,32,29,,,
qlora-rag-parity,wrong,5b0c9583-ed81-4ba8-bbd6-a129d6b6a0fc,Dental,B,A,0.625,Bismuth Oxide incorporated in MTA results in grey discolouration of crown. In newer material this Bismuth Oxide is replaced with?,Tantalam Oxide,Terbium-Dysisopropium,,,
qlora-rag-parity,wrong,f6445d02-67c1-458d-8983-debf90b50ebc,Physiology,A,C,0.25,Which of the following nucleus has cardio inhibitory function?,Nucleus Ambiguus,Rostral Ventrolateral Medulla,,,
qlora-rag-parity,wrong,74af945a-56c6-4b18-935d-388c29f19a56,Pediatrics,B,A,1.0,"An 8–day old breast–fed baby presents with vomiting, poor feeding and loose stools. On examination the heart rate is 190/minute, blood pressure 50/30 mmHg, respiratory rate 72 breaths/minute and capillary refill time of 4 seconds. Investigations show hemoglobin level of 15 g/dl. Na 120 mEq/l, K 6.8 mEq/l, Cl 81 meq/l, bicarbonate 15 mEq/l, urea 30 mg/dl and creatinine 0.6 mg/dl. the most likely diagnosis is –",Acute tubular necrosis,Congenital adrenal hyperplasia,,,
qlora-rag-parity,wrong,a4260f2f-ca39-4778-90a9-87064c39a11c,Dental,C,B,0.25,"In Mount and Hume classification, what will be the site size of the following lesion?",3.1,2.2,,,
qlora-rag-parity,wrong,4b23b26b-c4d1-4273-af66-90c76a7a777c,Dental,B,A,0.75,MTA barrier in open apex is made up to?,5mm,3mm,,,
qlora-rag-parity,wrong,810e4333-a984-4b47-821a-d6dddd1615d7,Pediatrics,D,C,0.25,All of following are recognized manifestation of acute Rheumatic fever except –a) Abdominal painb)  Epistaxisc)  Choread)  Subcutaneous nodules,ab,ad,,,
qlora-rag-parity,wrong,cd385d3e-f948-4dbf-bccb-3e67436a580b,Pathology,B,A,0.5,Site specificity is seen in:,Recurrent herpes Labialis,Syphilis,,,
qlora-rag-parity,wrong,cf03b2b0-0dda-490a-b811-145c4b30f113,Dental,C,A,0.875,With aging changes in periodontal ligament are,Increase in number of elastic fibers,Decrease in number of cells and increase in collagen fibers,,,
qlora-rag-parity,wrong,a05c8cf2-b0bc-496e-b5fd-51467952e2ca,Gynaecology & Obstetrics,D,A,0.375,A pregnant lady acquires chickenpox 3 days prior to delivery. She delivers by normal vaginal route which of the following statement is true?,Baby will develop neoatal varicella syndrome,Both mother and baby are safe,,,
